Type_intervention,Description,Plage_horaire,Latitude,Longitude
Police,Recel,09h00-12h00,49.20269579198483,6.131656031102518
Pompiers,Noyade,09h00-12h00,49.34784850127431,6.674410332554623
Pompiers,Accident de la route,00:00-03:00,49.38968645833612,6.838747572461575
SAMU,Electrocution,21:00-00:00,49.39259786688525,6.564503594390185
Police,Proxénétisme,12h00-18h00,49.1787784789757,6.082715733914145
Douanes,Fraude fiscale,19h00-22h00,49.14556735959005,6.8232649927263385
Police,Vol à l'arraché,03:00-06:00,48.927613539866734,6.124311753157611
Police,Corruption,00:00-03:00,49.37554151918616,6.567362035286848
Police,Viol,19h00-22h00,49.177025176381534,6.86161618075628
Police,Port d'arme illégal,09h00-12h00,48.96904478907842,6.387490630878607
CRS,Émeute,12h00-18h00,49.13428797745172,6.203511979034287
CRS,Événement sportif à risque,21:00-00:00,49.10267806160885,6.034431445299779
Pompiers,Noyade,03:00-06:00,49.10984857374134,6.703447362060601
BAC,Filature,00:00-03:00,49.14072799051865,6.672543641575233
HeroY,Démantèlement de trafic de stupéfiants,00:00-03:00,49.11349303782181,6.334054217418217
HeroY,Démantèlement de trafic de stupéfiants,00:00-03:00,49.27316894280461,6.0195406735024335
Civil,Conflit de voisinage,19h00-22h00,49.01504451609436,6.065382232030195
SAMU,Accouchement inopiné,21:00-04:30,49.12744328835881,6.629833146991885
Police,Recel,12h00-18h00,48.94014802195544,6.572773675089052
Douanes,Fraude aux subventions,19h00-22h00,49.18444376264659,6.851076032453782
BAC,Interception de suspects armés,19h00-22h00,49.25839550730911,6.15118295745236
BAC,Port d'arme illégal,03:00-06:00,48.99973447369661,6.027973060857124
Police,Vol à l'arraché,09h00-12h00,48.97556377519802,6.431488625242082
Gendarmerie,Braconnage,12h00-18h00,49.16573619998931,6.899070063586638
Pompiers,Évacuation,19h00-22h00,49.17199843602742,6.433996501232682
Douanes,Importation illégale,12h00-18h00,49.13453396571602,6.808740737170656
Police,Vandalisme,21:00-00:00,49.365118042495446,6.635759734532559
Pompiers,Malaise,03:00-06:00,49.10012330214829,6.414346169236065
Gendarmerie,Affaire de moeurs,07h00-11h00,49.29664840903285,6.745706777918159
Pompiers,Sauvetage en hauteur,21:00-00:00,49.38137657114877,6.171095685816585
HeroX,Mission sous couverture,21:00-00:00,49.15526557788851,6.134999192738362
Police,Harcèlement,21:00-00:00,49.10417999868145,6.683187779248634
Gendarmerie,Affaire de moeurs,03:00-06:00,49.29389090506591,6.74254553846047
Police,Braquage,03:00-06:00,49.292619393634,6.062004577220857
Police,Extorsion,12h00-18h00,49.02709466545211,6.029675002565532
SAMU,Arrêt cardiaque,07h00-11h00,49.18828323003123,6.637203607892223
HeroZ,Attaque chimique,21:00-00:00,49.27201962423528,6.826185105576536
CRS,Trouble à l'ordre public,12h00-18h00,49.27638673430067,6.803736715113802
Pompiers,Effondrement de bâtiment,21:00-04:30,49.10741788897004,6.49594604076334
Police,Cambriolage,19h00-22h00,49.33090499826331,6.383640674477126
SAMU,Polytraumatisme,21:00-00:00,48.950933835476334,6.452661627416624
BAC,Patrouille sensible,21:00-00:00,49.22473316283277,6.415880331491899
Police,Règlement de compte entre individus,12h00-18h00,49.21698081491636,6.284593852693407
Gendarmerie,Violences conjugales,21:00-04:30,49.23900417417488,6.738547894377737
Douanes,Contrôle douanier,09h00-12h00,49.268495805662,6.614111403899381
BAC,Surveillance de quartier,03:00-06:00,49.2075485649221,6.621725003005472
HeroZ,Piratage de systèmes vitaux,21:00-00:00,49.1697576127491,6.823820814702104
BAC,Lutte contre le trafic,00:00-03:00,49.32646463476739,6.749279479356879
Police,Blanchiment d'argent,21:00-04:30,49.00433183386159,6.065294480279663
Police,Délit de fuite,03:00-06:00,49.33808872728961,6.4454254013265855
Civil,Conflit professionnel,00:00-03:00,49.35395141749876,6.736936652216901
SAMU,Overdose,12h00-18h00,48.98283768630906,6.564588655851377
SAMU,Chute de grande hauteur,03:00-06:00,49.01260886023756,6.575196420814727
Civil,Aide aux victimes,03:00-06:00,49.23183131606078,6.663712137744322
CRS,Émeute,21:00-00:00,49.02458349563589,6.593887253703535
Police,Trafics illicites,03:00-06:00,49.39318340843116,6.607231587769717
Pompiers,Secours à personne,03:00-06:00,49.31767763448455,6.0641404389192575
Gendarmerie,Vol de tracteur,12h00-18h00,49.32783265876843,6.641222468648328
Police,Menaces de mort,19h00-22h00,49.15776656118678,6.261563728793712
HeroX,Crime organisé,21:00-00:00,49.23971544352479,6.128172159108498
BAC,Filature,00:00-03:00,49.28709838175263,6.89884770192859
Civil,Signalement d'incivilité,19h00-22h00,49.23280155906095,6.532980432372173
HeroZ,Protection d'infrastructure critique,21:00-04:30,49.001299973629486,6.345898060088766
Police,Vol avec violence,09h00-12h00,49.398201144942014,6.288600279717412
Pompiers,Effondrement de bâtiment,07h00-11h00,49.03079514463656,6.8547979863005954
Gendarmerie,Trafics en zone rurale,00:00-03:00,48.9376545424544,6.592534570784832
CRS,Trouble à l'ordre public,09h00-12h00,49.19064776608524,6.708952604675588
HeroX,Trafic d'armes de guerre,21:00-04:30,49.09418706557561,6.330003146433332
HeroY,Surveillance de cible sensible,00:00-03:00,49.204788848787054,6.22316930861524
Police,Trouble à l'ordre public,03:00-06:00,49.15709578322892,6.788927443877778
HeroY,Infiltration dans une organisation violente,21:00-04:30,49.30513269355623,6.181631071883653
SAMU,Coup de chaleur,00:00-03:00,48.92234936433282,6.741159928106537
Civil,Médiation familiale,03:00-06:00,49.21948232369613,6.072762316304941
CRS,Trouble à l'ordre public,21:00-04:30,49.23375939100859,6.039242063179277
BAC,Interception de suspects armés,09h00-12h00,49.19835866674778,6.778886637232502
SAMU,Malaise cardiaque,07h00-11h00,49.15810569155877,6.186159705488048
HeroX,Désamorçage d'engin explosif,03:00-06:00,49.29672033961715,6.437066949476396
Police,Blanchiment d'argent,19h00-22h00,49.31158262858607,6.425086425001738
BAC,Agression à l'arme blanche,21:00-00:00,49.30316976189503,6.097153752024622
Police,Règlement de compte entre individus,21:00-00:00,49.18849028647597,6.759565105325781
Police,Trafics illicites,19h00-22h00,49.26812284579341,6.411906537270939
Pompiers,Accident de la route,21:00-04:30,48.960726255141374,6.687463041077375
Pompiers,Désincarcération,00:00-03:00,49.19946314708219,6.664557001105974
SAMU,Polytraumatisme,00:00-03:00,49.04757541053652,6.048839183856909
Pompiers,Animal dangereux,21:00-04:30,49.27487594377522,6.141394802473695
Douanes,Trafic d'armes,21:00-00:00,49.14522881915085,6.625470362851574
Police,Tentative de meurtre,09h00-12h00,49.04554235347305,6.316576160826488
Douanes,Exportation illégale,07h00-11h00,49.139380184263,6.7876721414004
HeroZ,Cyberattaque critique,00:00-03:00,49.04560543315196,6.202071774063475
HeroX,Mission sous couverture,03:00-06:00,49.181119744935714,6.6379317049179125
Police,Blanchiment d'argent,21:00-04:30,49.33036990732296,6.7680011821218375
CRS,Événement sportif à risque,03:00-06:00,48.92831435204216,6.2756854908180495
CRS,Protection de bâtiment officiel,21:00-00:00,49.14559832250211,6.013291337543999
HeroX,Assaut terroriste,07h00-11h00,49.10966860890041,6.79875897794475
HeroZ,Protection d'infrastructure critique,00:00-03:00,48.9180575538206,6.141794228327875
HeroY,Crime économique,00:00-03:00,49.31933343591575,6.110551415568595
BAC,Prévention de cambriolage,00:00-03:00,49.34307651236446,6.666728547660606
Civil,Signalement d'incivilité,03:00-06:00,49.294359043563865,6.435662467426056
Police,Recherche de personne disparue,07h00-11h00,49.11826974941956,6.665802769425062
BAC,Intervention rapide,09h00-12h00,49.38057537514276,6.723840184969474
Pompiers,Incendie domestique,03:00-06:00,48.95709489949018,6.455768430105861
Pompiers,Accident de la route,03:00-06:00,49.39430404972453,6.835417129548302
Police,Enlèvement,09h00-12h00,49.30695384610687,6.657548321670292
Gendarmerie,Vol de tracteur,12h00-18h00,48.91812742766137,6.258211835807499
HeroY,Surveillance de cible sensible,00:00-03:00,49.384456717404525,6.2376743029318815
BAC,Recherche de véhicule volé,21:00-04:30,49.0936733079737,6.742523331481021
HeroY,Démantèlement de trafic de stupéfiants,03:00-06:00,48.98228892040225,6.325859985078512
BAC,Port d'arme illégal,12h00-18h00,48.92519388567149,6.799266438463164
HeroY,Espionnage industriel,21:00-00:00,49.328273266460506,6.1332821573342375
Civil,Animal errant,00:00-03:00,49.10222642901993,6.808273199223434
Gendarmerie,Accident agricole,21:00-00:00,48.9115493323448,6.890298706044726
CRS,Dispersion de rassemblement,09h00-12h00,49.35859491358164,6.576553712042704
Pompiers,Évacuation,00:00-03:00,48.93615045369451,6.486557715013981
Police,Harcèlement,00:00-03:00,49.39310860876315,6.175120832541555
BAC,Prévention de cambriolage,00:00-03:00,49.05357611281983,6.556978638718301
Police,Agression à l'arme blanche,21:00-04:30,49.031267733373525,6.275635789187218
Police,Trouble à l'ordre public,07h00-11h00,49.28726117705352,6.299343992999901
Pompiers,Dégagement d'urgence,21:00-04:30,49.01596957449357,6.470274028935658
Police,Délit de fuite,00:00-03:00,49.15971482096212,6.11240766871657
Pompiers,Dégagement d'urgence,09h00-12h00,48.9041908265845,6.839354168868975
BAC,Recherche de véhicule volé,19h00-22h00,48.916271064199606,6.639458869573407
Douanes,Contrebande,12h00-18h00,49.24227249055578,6.706841086919249
BAC,Interpellation de délinquant,03:00-06:00,49.07023724005831,6.197010729446436
CRS,Rassemblement illégal,21:00-00:00,49.20339319734406,6.64409751667845
Pompiers,Plan ORSEC,12h00-18h00,49.12357469045063,6.102828736099239
Police,Trouble à l'ordre public,00:00-03:00,49.29168838055867,6.547011129269221
CRS,Grève conflictuelle,21:00-04:30,49.14032292912684,6.898954617379936
Pompiers,Inondation,00:00-03:00,49.0099719011256,6.435076015431742
CRS,Événement sportif à risque,12h00-18h00,48.94642820414895,6.227999585386719
BAC,Proxénétisme,07h00-11h00,49.2668352895343,6.269216537939159
Gendarmerie,Dégradation de biens agricoles,09h00-12h00,49.3470884546117,6.68199826531832
Police,Cambriolage,21:00-00:00,48.93751508212447,6.778040741017587
Douanes,Revente de stupéfiants,03:00-06:00,49.104389740117824,6.720978659571212
BAC,Port d'arme illégal,21:00-04:30,49.2710475752218,6.43787960661958
CRS,Intervention en banlieue sensible,12h00-18h00,49.13111192226838,6.250148076294679
Gendarmerie,Intrusion avec effraction,21:00-00:00,49.18349621212327,6.888528895097824
Pompiers,Inondation,12h00-18h00,49.03952232930674,6.821518864334185
Pompiers,Évacuation,09h00-12h00,49.03101131214372,6.2682223745537655
SAMU,Brûlure grave,12h00-18h00,48.91297161048712,6.30554743080731
Civil,Demande d'assistance,12h00-18h00,49.39574261783935,6.001310553874078
Pompiers,Arbre sur la voie publique,03:00-06:00,49.33731925497327,6.451544673341584
Police,Évasion de prisonnier,09h00-12h00,49.215596191874624,6.345527986233759
Gendarmerie,Affaire de moeurs,07h00-11h00,48.9139647527204,6.80440234631547
BAC,Interception de suspects armés,07h00-11h00,49.210865356436855,6.261399207907909
HeroY,Contre-terrorisme financier,03:00-06:00,49.33490382165111,6.059796344788515
Gendarmerie,Contrôle routier,19h00-22h00,48.98239310834098,6.35095737299763
BAC,Règlement de compte entre individus,21:00-00:00,49.38116005528954,6.632869260861164
Gendarmerie,Recherche en milieu rural,07h00-11h00,49.22229593375879,6.116300315205973
SAMU,Hypothermie,07h00-11h00,49.336603095172414,6.223522520470316
BAC,Interception de suspects armés,21:00-04:30,48.98456474297105,6.050667228057694
Police,Extorsion,07h00-11h00,49.39365820594031,6.554212562982459
HeroY,Espionnage industriel,03:00-06:00,49.32091599182153,6.077461792729747
Police,Trafics illicites,00:00-03:00,49.310937374782334,6.84255855404435
Civil,Signalement d'incivilité,21:00-04:30,48.99153624521024,6.502723474029635
Police,Agression à l'arme blanche,12h00-18h00,49.01735793585674,6.058868113898753
HeroY,Fraude financière complexe,00:00-03:00,49.26420572245136,6.175194182817395
BAC,Surveillance de quartier,09h00-12h00,49.25702793367205,6.706353263509035
Police,Conduite en état d'ivresse,00:00-03:00,49.00649562351317,6.223668190642546
HeroZ,Neutralisation de cellule dormante,03:00-06:00,49.18023160074378,6.745208176786371
HeroX,Crime organisé,21:00-04:30,49.154060933979856,6.507993214254166
HeroX,Sauvetage d'otages,00:00-03:00,49.314065465498935,6.687819280010863
Gendarmerie,Accident agricole,09h00-12h00,49.06126263791846,6.416776886106768
HeroY,Enquête sur corruption haute niveau,21:00-00:00,49.263248066807726,6.00863580845291
Police,Recherche de personne disparue,09h00-12h00,48.90596360275652,6.510062027025977
Pompiers,Arbre sur la voie publique,07h00-11h00,49.26176259848619,6.762897828237309
Police,Trafics illicites,07h00-11h00,48.93861262909408,6.142503581966115
Police,Trafics illicites,12h00-18h00,49.0573737123419,6.462327426239267
Civil,Signalement de maltraitance,00:00-03:00,49.02023691543605,6.03359031519562
Pompiers,Incendie domestique,03:00-06:00,49.15365313735624,6.0489908074271455
HeroY,Infiltration dans une organisation violente,21:00-04:30,49.26038929445381,6.281815223699748
CRS,Événement sportif à risque,00:00-03:00,49.13708225502179,6.175897593571181
Civil,Tapage nocturne,00:00-03:00,49.104941322547,6.258338065622172
Police,Règlement de compte entre individus,19h00-22h00,48.98585204939196,6.309756632062751
Police,Règlement de compte entre individus,00:00-03:00,49.27088516562438,6.652760478485376
Civil,Difficultés sociales,07h00-11h00,49.17994543292299,6.893310403393337
SAMU,Intoxication alimentaire,03:00-06:00,49.34111160035063,6.152499107467469
Civil,Médiation familiale,07h00-11h00,49.37026860995504,6.742983478018619
Police,Extorsion,12h00-18h00,48.949931743868085,6.193013558768838
BAC,Interception de suspects armés,19h00-22h00,49.38514646548663,6.631346087027449
Pompiers,Accident de la route,21:00-04:30,48.97152334696042,6.055058826590463
CRS,Blocage de voie publique,21:00-00:00,49.09931279699815,6.239177397383462
CRS,Sécurisation de visite officielle,03:00-06:00,49.22276478079745,6.694851330294565
BAC,Patrouille sensible,21:00-00:00,48.964851084802135,6.776625852069039
BAC,Port d'arme illégal,19h00-22h00,48.95787131881512,6.531862331153795
Police,Vol à l'arraché,07h00-11h00,49.129299216712894,6.652450177048078
HeroZ,Protection d'infrastructure critique,00:00-03:00,49.06468821198652,6.893232840882874
Police,Viol,07h00-11h00,49.327064775669456,6.850533297975742
Police,Règlement de compte entre individus,00:00-03:00,49.09673158936713,6.881812840042826
Civil,Signalement d'incivilité,00:00-03:00,49.23444431623213,6.334112957320251
HeroY,Infiltration dans une organisation violente,03:00-06:00,49.26321045456717,6.029828494238144
SAMU,Allergie grave,03:00-06:00,49.04279960463844,6.253989847850566
SAMU,Tentative de suicide,03:00-06:00,49.00019244966817,6.300048347450296
HeroX,Lutte contre un réseau criminel,00:00-03:00,48.955416967363874,6.443275633154772
CRS,Rassemblement illégal,21:00-00:00,49.23241985302568,6.511936065273299
Police,Extorsion,07h00-11h00,49.35845927556327,6.615363384626127
HeroY,Crime économique,21:00-00:00,49.23671940017617,6.075696207317636
HeroZ,Cyberattaque critique,03:00-06:00,49.25002378022576,6.766581656944463
Police,Vandalisme,12h00-18h00,48.95075616839596,6.26454100265936
SAMU,Brûlure grave,21:00-00:00,49.31289604040919,6.063314140714441
Civil,Dispute conjugale,07h00-11h00,48.93396188642237,6.7955516485736736
BAC,Proxénétisme,07h00-11h00,49.02913380074469,6.527177255679753
Police,Atteinte aux biens,09h00-12h00,49.10060396761754,6.80003191919783
CRS,Grève conflictuelle,03:00-06:00,48.948465912206494,6.80291802523884
Police,Violences conjugales,21:00-04:30,48.929663392202016,6.829318443386365
HeroZ,Attaque chimique,21:00-00:00,49.00421008412541,6.621769972119854
Police,Évasion de prisonnier,09h00-12h00,48.97092377172249,6.613911441824124
Gendarmerie,Découverte de corps,09h00-12h00,48.904725712066366,6.716053403084576
Gendarmerie,Délinquance juvénile,21:00-00:00,48.95687728315271,6.557131463352132
Police,Cambriolage,00:00-03:00,49.24786741182543,6.199350641748891
HeroZ,Neutralisation de cellule dormante,03:00-06:00,49.19978761997046,6.821580265505503
Police,Harcèlement,09h00-12h00,48.98313435258826,6.798209024896006
Civil,Problème de voirie,00:00-03:00,49.03506885431895,6.683452197383385
Gendarmerie,Enquête judiciaire,09h00-12h00,49.326652591223606,6.7335580981119705
Pompiers,Orage violent,07h00-11h00,49.02264926564637,6.796465462093671
Police,Blanchiment d'argent,19h00-22h00,49.389112737548686,6.836311747367666
Pompiers,Incendie domestique,09h00-12h00,48.9670753201831,6.163520026360536
Police,Enlèvement,03:00-06:00,49.17332349339648,6.282730477818927
SAMU,Electrocution,21:00-00:00,49.13585371115295,6.40020450606471
Police,Conduite en état d'ivresse,03:00-06:00,48.98412485959063,6.166530536869471
HeroZ,Interception de convoyeurs dangereux,03:00-06:00,49.26167431156844,6.835059757168317
Police,Vol de voiture,00:00-03:00,49.38727276768047,6.834602094787403
CRS,Blocage de voie publique,09h00-12h00,49.252629907411325,6.730946429474043
Pompiers,Plan ORSEC,19h00-22h00,49.00945569167703,6.313653760374262
Douanes,Contrôle douanier,07h00-11h00,49.18821296889036,6.747177316443445
Police,Tentative de meurtre,00:00-03:00,48.99333270872167,6.202571396193976
Police,Extorsion,19h00-22h00,49.00638544415661,6.636808672965151
Police,Braquage,03:00-06:00,49.27315644574896,6.588527574824376
HeroY,Surveillance de cible sensible,03:00-06:00,49.350942645684526,6.099635374056822
HeroX,Neutralisation de tueur en série,21:00-04:30,49.28860351227683,6.556042920207678
CRS,Affrontements urbains,12h00-18h00,49.213322568396926,6.551336598709887
Gendarmerie,Dégradation de biens agricoles,12h00-18h00,49.01975988148727,6.711154470667407
SAMU,Crise d'épilepsie,19h00-22h00,49.0425247164085,6.638716884335785
HeroX,Cybercriminalité majeure,21:00-04:30,49.336822496769805,6.226340673641723
Pompiers,Noyade,07h00-11h00,49.00520271475216,6.142209412714106
Pompiers,Incendie de véhicule,09h00-12h00,48.92318292435794,6.017464764736732
Gendarmerie,Contrôle routier,21:00-04:30,49.06984642338749,6.760236982383813
HeroZ,Mission anti-terroriste,21:00-00:00,49.21913826144206,6.72319190858147
BAC,Trafics de quartier,19h00-22h00,49.02789524283416,6.5780912062330446
SAMU,Coup de chaleur,00:00-03:00,49.16130725918412,6.145205402556995
BAC,Port d'arme illégal,19h00-22h00,49.10600950376325,6.810827844435508
SAMU,Malaise cardiaque,21:00-00:00,49.31287363780889,6.40083101389677
Police,Corruption,09h00-12h00,48.906513026029145,6.835195325332289
Police,Agression à main armée,07h00-11h00,48.91050485838326,6.01126037336085
CRS,Sécurisation de visite officielle,07h00-11h00,49.29801099713513,6.384869248084431
Police,Vol de voiture,00:00-03:00,49.097045622800735,6.832718145643931
Civil,Animal errant,03:00-06:00,49.02380422933732,6.006363389699358
SAMU,Hypothermie,21:00-00:00,49.390646573357046,6.175333973403275
CRS,Intervention en banlieue sensible,00:00-03:00,48.94113602612214,6.730537633889544
CRS,Sécurisation de visite officielle,09h00-12h00,48.96776699288815,6.580094556073996
SAMU,Urgence médicale,03:00-06:00,49.2459030140759,6.820118640469726
BAC,Interception de suspects armés,21:00-04:30,49.21267798969048,6.4934596565689
SAMU,Crise d'épilepsie,19h00-22h00,49.13037020776609,6.355392951615323
Pompiers,Secours à personne,12h00-18h00,49.11427510167887,6.02142945499512
HeroX,Cybercriminalité majeure,19h00-22h00,49.290398658994754,6.22271551794842
CRS,Blocage de voie publique,00:00-03:00,49.06382277654908,6.855793076736559
SAMU,Tentative de suicide,00:00-03:00,49.35296218624993,6.026559808905821
SAMU,Crise psychiatrique,21:00-04:30,49.02088460197556,6.396275165346989
HeroZ,Protection d'installation sensible,00:00-03:00,49.21055194146405,6.366941625370703
CRS,Émeute,21:00-04:30,49.32558819252609,6.467603829867652
SAMU,Crise psychiatrique,07h00-11h00,49.04143940190256,6.765954267321734
CRS,Affrontements urbains,12h00-18h00,49.3829888526751,6.086684108548191
BAC,Filature,19h00-22h00,49.21152527877427,6.891654326881408
BAC,Lutte contre le trafic,21:00-00:00,49.262530811426494,6.886802293574393
SAMU,Crise d'épilepsie,00:00-03:00,49.33079064840797,6.073419093589719
Police,Règlement de compte entre individus,03:00-06:00,48.96683176214262,6.416400366645835
Pompiers,Inondation,09h00-12h00,49.058348120329846,6.355484266284669
Pompiers,Animal dangereux,21:00-04:30,49.00236060986597,6.680280166397689
Gendarmerie,Découverte de corps,12h00-18h00,48.900080985854686,6.117467733818889
Civil,Médiation familiale,09h00-12h00,49.19440467506004,6.149638606024037
SAMU,Accouchement inopiné,00:00-03:00,48.92707033325863,6.419854587585177
Police,Vol avec violence,19h00-22h00,49.00374397243814,6.1988411492298034
Police,Séquestration,07h00-11h00,49.39528520262012,6.242054708077023
SAMU,Brûlure grave,07h00-11h00,48.96598209727127,6.842316638851473
Pompiers,Effondrement de bâtiment,07h00-11h00,49.20872083122904,6.229145305984454
Pompiers,Plan ORSEC,21:00-00:00,49.28195312324816,6.22445118797806
Civil,Plainte contre administration,00:00-03:00,49.10058662750136,6.871523777168711
CRS,Dispersion de rassemblement,21:00-00:00,49.36368696345664,6.638041993912458
BAC,Patrouille sensible,19h00-22h00,48.90766549779894,6.013347100049347
HeroY,Surveillance de cible sensible,00:00-03:00,49.28106056281193,6.27496911785216
BAC,Délinquance urbaine,21:00-00:00,48.92264315187014,6.556859181780964
Pompiers,Orage violent,03:00-06:00,49.35394222872652,6.046127736511799
HeroY,Infiltration dans une organisation violente,21:00-00:00,49.3310308538641,6.194471339383477
Police,Extorsion,19h00-22h00,49.169216544134336,6.656578625924027
Pompiers,Plan ORSEC,19h00-22h00,49.01979194907586,6.118070939716893
Police,Conduite en état d'ivresse,00:00-03:00,49.136953189502414,6.890392487900575
Police,Extorsion,21:00-04:30,49.14624816525861,6.811306496104843
Civil,Dispute conjugale,19h00-22h00,49.3211682528398,6.533722160075505
Pompiers,Ascenseur bloqué,00:00-03:00,49.04995541240042,6.354958145034981
SAMU,Hypothermie,00:00-03:00,49.37480235748552,6.324898372133773
Gendarmerie,Règlement de compte entre individus,21:00-00:00,49.39731454406312,6.00488066613799
CRS,Rassemblement illégal,19h00-22h00,49.037677185792944,6.557381332009404
HeroZ,Sécurisation après une prise d'otages,21:00-04:30,49.13970687186882,6.769663745188598
Police,Agression à l'arme blanche,12h00-18h00,49.28360324119164,6.814843859340035
Police,Cambriolage,21:00-04:30,49.11069278559126,6.611587054006875
Pompiers,Animal dangereux,21:00-04:30,49.00736450238733,6.256647605117387
SAMU,Brûlure grave,07h00-11h00,49.25671618998648,6.0725999797600325
CRS,Grève conflictuelle,00:00-03:00,49.18895893214065,6.197300844317368
Police,Règlement de compte entre individus,21:00-00:00,49.29442689323447,6.5835818512785815
Gendarmerie,Recherche en milieu rural,07h00-11h00,48.97566645969,6.618250289738169
SAMU,Chute de grande hauteur,07h00-11h00,48.984021599380426,6.299105090813374
Police,Blanchiment d'argent,03:00-06:00,49.10561298895568,6.10155116413776
Police,Séquestration,00:00-03:00,49.31504325715147,6.705361671501897
Pompiers,Malaise,21:00-04:30,49.15064807472277,6.435073323971057
Gendarmerie,Violences conjugales,09h00-12h00,48.94741389512722,6.740318805356519
HeroX,Neutralisation de tueur en série,21:00-00:00,49.04668444392794,6.306487674993166
Police,Trouble à l'ordre public,09h00-12h00,49.36614673102823,6.839347736706541
Gendarmerie,Surveillance de zone rurale,09h00-12h00,49.00416872843674,6.669038737057489
Pompiers,Sauvetage en hauteur,03:00-06:00,49.29772263369424,6.242086533857415
Police,Port d'arme illégal,12h00-18h00,48.905326694134985,6.884779941436604
HeroX,Neutralisation de tueur en série,12h00-18h00,48.947119357860565,6.701785357194881
Police,Homicide,07h00-11h00,49.37194480103809,6.080359508741476
Gendarmerie,Vol de voiture,12h00-18h00,49.11039854054288,6.061874012936437
Douanes,Fraude fiscale,21:00-00:00,49.1886048904932,6.72987962702001
SAMU,Arrêt cardiaque,09h00-12h00,49.22128158982944,6.1942489476239375
HeroX,Sauvetage d'otages,09h00-12h00,48.91488715207209,6.4276733631647724
HeroX,Sauvetage d'otages,21:00-00:00,49.19674771407232,6.843503574617521
SAMU,Intoxication alimentaire,07h00-11h00,48.99461928772773,6.28325653929263
SAMU,Crise psychiatrique,03:00-06:00,48.98113335414493,6.189832498958873
Police,Port d'arme illégal,00:00-03:00,49.29238497331232,6.812771100997857
Civil,Problème de voirie,12h00-18h00,49.09165695257781,6.006963972868399
Gendarmerie,Enquête judiciaire,19h00-22h00,49.0626992164924,6.778574807266054
HeroY,Infiltration dans une organisation violente,00:00-03:00,49.20337371629337,6.0986070356589694
Police,Conduite en état d'ivresse,21:00-00:00,49.32452334233068,6.518642310141283
Police,Homicide,07h00-11h00,49.28397811958714,6.362966556694574
Pompiers,Inondation,12h00-18h00,49.175920838659565,6.646334567766727
Gendarmerie,Homicide,09h00-12h00,49.346672651947685,6.883597865910893
Gendarmerie,Enquête judiciaire,21:00-04:30,49.35815915080097,6.03414476435714
CRS,Protection de bâtiment officiel,00:00-03:00,49.29473347987894,6.552845239001262
Gendarmerie,Braconnage,21:00-00:00,49.176034181870335,6.290752791247559
Civil,Difficultés sociales,21:00-04:30,49.16365726867989,6.036667693290918
Police,Trafics illicites,07h00-11h00,48.95635104290572,6.345522951228318
HeroX,Enlèvement international,21:00-04:30,48.95857929176056,6.738295924770874
Gendarmerie,Violences conjugales,03:00-06:00,49.1906898782721,6.599994444810488
Police,Recherche de personne disparue,12h00-18h00,49.05022996287512,6.394559051989052
CRS,Trouble à l'ordre public,12h00-18h00,49.34977134175485,6.746937429563165
CRS,Sécurisation de visite officielle,03:00-06:00,49.29525266506746,6.585025280266815
Police,Extorsion,19h00-22h00,48.98449643910727,6.060800999295875
Pompiers,Effondrement de bâtiment,21:00-04:30,49.31382377326171,6.355386124170055
HeroZ,Interception de convoyeurs dangereux,21:00-04:30,49.12714481226634,6.623051011409146
Police,Blessures graves volontaires,00:00-03:00,49.22200366941048,6.122363408174591
CRS,Événement sportif à risque,21:00-04:30,49.10032010429779,6.731621440677064
SAMU,Accouchement inopiné,21:00-00:00,49.010013568684,6.476428445326133
SAMU,Crise d'épilepsie,09h00-12h00,48.97562349887114,6.189568090050182
Civil,Nuissance sonore,03:00-06:00,49.35911761929168,6.412143194252405
Police,Évasion de prisonnier,03:00-06:00,48.94172312157354,6.512057254393472
HeroZ,Sauvetage en milieu contaminé,21:00-00:00,49.14247857383418,6.863959780315185
Pompiers,Accident de la route,21:00-04:30,49.158377700309,6.425149481701648
CRS,Trouble à l'ordre public,00:00-03:00,49.25332774275423,6.339458114309694
SAMU,Crise psychiatrique,00:00-03:00,49.3970222524506,6.142815276048093
Police,Harcèlement,21:00-04:30,49.05927793450303,6.712234771774423
Police,Homicide,21:00-00:00,49.19048443897129,6.634641016986585
HeroZ,Protection d'infrastructure critique,21:00-00:00,49.03573275075439,6.690824081243184
SAMU,Arrêt cardiaque,19h00-22h00,49.19924251575521,6.514208366973692
BAC,Interpellation de délinquant,19h00-22h00,49.12328323998668,6.508550393247332
BAC,Port d'arme illégal,21:00-04:30,49.15011275819578,6.436537051059121
CRS,Grève conflictuelle,03:00-06:00,49.07848420531509,6.520807144693695
Gendarmerie,Contrôle routier,21:00-00:00,49.099121982844856,6.041547920075841
Pompiers,Feu de forêt,00:00-03:00,49.29495537664823,6.368264816245046
Gendarmerie,Vol de voiture,07h00-11h00,49.14862804769539,6.512453311725329
Civil,Conflit professionnel,21:00-04:30,48.91287203580152,6.656332897039723
BAC,Intervention rapide,03:00-06:00,49.27126448506999,6.407720621113984
Pompiers,Feu de forêt,03:00-06:00,49.337631586033176,6.42787354749733
HeroX,Piratage de système sensible,21:00-04:30,49.26816877603287,6.88111988323047
Police,Recherche de personne disparue,07h00-11h00,49.37930032488024,6.664314352350543
Gendarmerie,Intrusion avec effraction,03:00-06:00,49.37825999616325,6.551268321071647
